#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
COL1A1	FGF13	9606.ENSP00000225964	9606.ENSP00000322390	0	0	0	0	0	0.056	0	0.450	0.458
COL1A1	COL9A2	9606.ENSP00000225964	9606.ENSP00000361834	0	0	0.438	0.779	0.109	0	0.300	0.472	0.467
COL1A1	SULF1	9606.ENSP00000225964	9606.ENSP00000260128	0	0	0	0	0.291	0	0	0.294	0.478
COL1A1	DKK1	9606.ENSP00000225964	9606.ENSP00000363081	0	0	0	0	0.098	0	0	0.459	0.491
COL1A1	LAMA3	9606.ENSP00000225964	9606.ENSP00000324532	0	0	0	0	0.087	0.168	0	0.406	0.509
COL1A1	LAMA4	9606.ENSP00000225964	9606.ENSP00000230538	0	0	0	0	0.160	0.102	0	0.414	0.519
COL1A1	COL8A1	9606.ENSP00000225964	9606.ENSP00000261037	0	0	0.433	0.708	0.161	0	0.300	0.538	0.542
COL1A1	VWF	9606.ENSP00000225964	9606.ENSP00000261405	0	0	0	0	0.137	0.270	0	0.362	0.563
COL1A1	CREB3L1	9606.ENSP00000225964	9606.ENSP00000481956	0	0	0	0	0.218	0	0	0.469	0.567
COL1A1	COL7A1	9606.ENSP00000225964	9606.ENSP00000332371	0	0	0	0.738	0.140	0.270	0.300	0.528	0.585
COL1A1	VCAN	9606.ENSP00000225964	9606.ENSP00000265077	0	0	0	0	0.133	0	0	0.560	0.602
COL1A1	LAMC1	9606.ENSP00000225964	9606.ENSP00000258341	0	0	0	0	0.210	0.130	0	0.499	0.626
COL1A1	LOXL2	9606.ENSP00000225964	9606.ENSP00000373783	0	0	0	0	0.294	0.061	0	0.514	0.649
COL1A1	THY1	9606.ENSP00000225964	9606.ENSP00000284240	0	0	0	0	0.308	0	0	0.517	0.651
COL1A1	FBLN1	9606.ENSP00000225964	9606.ENSP00000331544	0	0	0	0	0.427	0.076	0	0.454	0.685
COL1A1	SPP1	9606.ENSP00000225964	9606.ENSP00000378517	0	0	0	0	0.063	0	0	0.714	0.720
COL1A1	MMP9	9606.ENSP00000225964	9606.ENSP00000361405	0	0	0	0	0.077	0.227	0	0.639	0.720
COL1A1	SOX9	9606.ENSP00000225964	9606.ENSP00000245479	0	0	0	0	0.088	0.056	0	0.716	0.734
COL1A1	COL2A1	9606.ENSP00000225964	9606.ENSP00000369889	0	0	0.445	0.971	0.085	0.043	0.720	0.858	0.743
COL1A1	COL4A2	9606.ENSP00000225964	9606.ENSP00000353654	0	0	0.378	0.698	0.509	0.155	0.300	0.664	0.773
COL1A1	LOX	9606.ENSP00000225964	9606.ENSP00000231004	0	0	0	0	0.409	0.192	0	0.632	0.809
COL1A1	POSTN	9606.ENSP00000225964	9606.ENSP00000369071	0	0	0	0	0.658	0.103	0	0.662	0.887
COL1A1	P4HA2	9606.ENSP00000225964	9606.ENSP00000384999	0	0	0	0	0.141	0.130	0.900	0.368	0.946
COL2A1	ITGB4	9606.ENSP00000369889	9606.ENSP00000200181	0	0	0	0	0.062	0.061	0.600	0.098	0.639
COL2A1	SOX9	9606.ENSP00000369889	9606.ENSP00000245479	0	0	0	0	0.062	0.056	0	0.904	0.908
COL2A1	COL8A1	9606.ENSP00000369889	9606.ENSP00000261037	0	0	0.438	0.719	0.063	0	0.300	0.415	0.461
COL2A1	VCAN	9606.ENSP00000369889	9606.ENSP00000265077	0	0	0	0	0.062	0	0	0.467	0.478
COL2A1	THY1	9606.ENSP00000369889	9606.ENSP00000284240	0	0	0	0	0	0	0	0.450	0.450
COL2A1	FGF13	9606.ENSP00000369889	9606.ENSP00000322390	0	0	0	0	0	0.056	0	0.392	0.401
COL2A1	COL4A2	9606.ENSP00000369889	9606.ENSP00000353654	0	0	0.373	0.706	0.089	0.155	0.300	0.359	0.525
COL2A1	MMP9	9606.ENSP00000369889	9606.ENSP00000361405	0	0	0	0	0	0.146	0	0.479	0.536
COL2A1	COL9A2	9606.ENSP00000369889	9606.ENSP00000361834	0	0	0.430	0.771	0.345	0.213	0.300	0.727	0.702
COL2A1	SPP1	9606.ENSP00000369889	9606.ENSP00000378517	0	0	0	0	0	0	0	0.587	0.587
COL2A1	P4HA2	9606.ENSP00000369889	9606.ENSP00000384999	0	0	0	0	0.062	0	0.900	0.232	0.921
COL4A2	ITGB4	9606.ENSP00000353654	9606.ENSP00000200181	0	0	0	0	0.083	0.061	0.600	0.263	0.712
COL4A2	LAMA4	9606.ENSP00000353654	9606.ENSP00000230538	0	0	0	0	0.193	0.102	0	0.484	0.593
COL4A2	LAMC1	9606.ENSP00000353654	9606.ENSP00000258341	0	0	0	0	0.299	0.147	0	0.623	0.755
COL4A2	COL8A1	9606.ENSP00000353654	9606.ENSP00000261037	0	0	0.392	0.683	0.098	0	0.540	0.587	0.686
COL4A2	NOTCH3	9606.ENSP00000353654	9606.ENSP00000263388	0	0	0	0	0.170	0.078	0	0.470	0.560
COL4A2	LAMC2	9606.ENSP00000353654	9606.ENSP00000264144	0	0	0	0	0.062	0.102	0	0.403	0.453
COL4A2	LAMA3	9606.ENSP00000353654	9606.ENSP00000324532	0	0	0	0	0.109	0.140	0	0.524	0.604
COL4A2	FLNC	9606.ENSP00000353654	9606.ENSP00000327145	0	0	0	0	0.329	0	0	0.356	0.550
COL4A2	FBLN1	9606.ENSP00000353654	9606.ENSP00000331544	0	0	0	0	0.212	0.076	0	0.395	0.522
COL4A2	COL7A1	9606.ENSP00000353654	9606.ENSP00000332371	0	0	0	0.694	0.164	0	0.300	0.510	0.481
COL4A2	THBS4	9606.ENSP00000353654	9606.ENSP00000339730	0	0	0	0	0.062	0.056	0.500	0.223	0.610
COL4A2	LOXL2	9606.ENSP00000353654	9606.ENSP00000373783	0	0	0	0	0.210	0.056	0	0.272	0.410
COL4A2	COL9A2	9606.ENSP00000353654	9606.ENSP00000361834	0	0	0.386	0.749	0.077	0	0.300	0.199	0.412
COL4A2	POSTN	9606.ENSP00000353654	9606.ENSP00000369071	0	0	0	0	0.309	0.103	0	0.325	0.545
COL4A2	MMP9	9606.ENSP00000353654	9606.ENSP00000361405	0	0	0	0	0.062	0.416	0	0.335	0.604
COL4A2	SPP1	9606.ENSP00000353654	9606.ENSP00000378517	0	0	0	0	0.076	0	0.500	0.229	0.612
COL4A2	P4HA2	9606.ENSP00000353654	9606.ENSP00000384999	0	0	0	0	0.118	0	0.900	0.262	0.929
COL7A1	ITGB4	9606.ENSP00000332371	9606.ENSP00000200181	0	0	0	0	0.115	0.061	0	0.467	0.519
COL7A1	LAMA4	9606.ENSP00000332371	9606.ENSP00000230538	0	0	0	0	0.083	0.102	0	0.602	0.644
COL7A1	LAMC1	9606.ENSP00000332371	9606.ENSP00000258341	0	0	0	0	0.117	0.130	0	0.476	0.563
COL7A1	COL8A1	9606.ENSP00000332371	9606.ENSP00000261037	0	0	0.329	0.722	0.062	0	0.300	0.795	0.509
COL7A1	LAMC2	9606.ENSP00000332371	9606.ENSP00000264144	0	0	0	0	0.065	0.316	0.650	0.704	0.925
COL7A1	LAMA3	9606.ENSP00000332371	9606.ENSP00000324532	0	0	0	0	0.118	0.140	0.650	0.664	0.899
COL7A1	P4HA2	9606.ENSP00000332371	9606.ENSP00000384999	0	0	0	0	0.097	0	0.900	0.142	0.915
COL8A1	LAMA4	9606.ENSP00000261037	9606.ENSP00000230538	0	0	0	0	0.150	0	0	0.381	0.452
COL8A1	LOX	9606.ENSP00000261037	9606.ENSP00000231004	0	0	0	0	0.268	0	0	0.261	0.436
COL8A1	COL9A2	9606.ENSP00000261037	9606.ENSP00000361834	0	0	0.442	0.690	0.064	0	0.300	0.395	0.473
COL8A1	POSTN	9606.ENSP00000261037	9606.ENSP00000369071	0	0	0	0	0.211	0	0	0.390	0.498
COL8A1	P4HA2	9606.ENSP00000261037	9606.ENSP00000384999	0	0	0	0	0.076	0	0.900	0.111	0.910
COL8A1	VWF	9606.ENSP00000261037	9606.ENSP00000261405	0	0	0	0	0.140	0	0	0.940	0.946
COL9A2	ITGB4	9606.ENSP00000361834	9606.ENSP00000200181	0	0	0	0	0.049	0.061	0.600	0.082	0.628
COL9A2	SOX9	9606.ENSP00000361834	9606.ENSP00000245479	0	0	0	0	0	0.056	0	0.427	0.436
COL9A2	THBS4	9606.ENSP00000361834	9606.ENSP00000339730	0	0	0	0	0.062	0.056	0.500	0.157	0.577
COL9A2	SPP1	9606.ENSP00000361834	9606.ENSP00000378517	0	0	0	0	0	0	0.500	0.066	0.513
COL9A2	P4HA2	9606.ENSP00000361834	9606.ENSP00000384999	0	0	0	0	0.052	0	0.900	0.114	0.908
CPLX2	SYT13	9606.ENSP00000352544	9606.ENSP00000020926	0	0	0	0	0.316	0	0	0.370	0.550
CPLX2	SNAP25	9606.ENSP00000352544	9606.ENSP00000254976	0	0	0	0	0.573	0.396	0.720	0.696	0.975
CPLX2	SYT1	9606.ENSP00000352544	9606.ENSP00000261205	0	0	0	0	0.349	0	0	0.673	0.778
CPLX2	KIF1A	9606.ENSP00000352544	9606.ENSP00000438388	0	0	0	0	0.376	0	0	0.077	0.400
CPLX2	MAP2	9606.ENSP00000352544	9606.ENSP00000353508	0	0	0	0	0.292	0	0	0.240	0.439
CPLX2	SCGN	9606.ENSP00000352544	9606.ENSP00000367197	0	0	0	0	0.214	0	0	0.331	0.451
CPLX2	CPNE6	9606.ENSP00000352544	9606.ENSP00000440077	0	0	0	0	0.383	0	0	0.181	0.473
CPLX2	STMN2	9606.ENSP00000352544	9606.ENSP00000429243	0	0	0	0	0.463	0	0	0.067	0.478
CPNE6	SNAP25	9606.ENSP00000440077	9606.ENSP00000254976	0	0	0	0	0.385	0	0	0.113	0.431
CPNE6	SYT1	9606.ENSP00000440077	9606.ENSP00000261205	0	0	0	0	0.286	0	0	0.194	0.401
CPNE6	THY1	9606.ENSP00000440077	9606.ENSP00000284240	0	0	0	0	0.110	0	0	0.428	0.469
CRMP1	SNAP25	9606.ENSP00000321606	9606.ENSP00000254976	0	0	0	0	0.230	0	0	0.259	0.405
CRMP1	F13A1	9606.ENSP00000321606	9606.ENSP00000264870	0	0	0	0	0	0	0	0.415	0.414
CRMP1	SEMA5B	9606.ENSP00000321606	9606.ENSP00000389588	0	0	0	0	0.153	0	0	0.360	0.435
CRMP1	STMN2	9606.ENSP00000321606	9606.ENSP00000429243	0	0	0	0	0.232	0.063	0	0.313	0.463
CRMP1	KIF1A	9606.ENSP00000321606	9606.ENSP00000438388	0	0	0	0	0.315	0.057	0	0.408	0.584
CRMP1	PLXNA3	9606.ENSP00000321606	9606.ENSP00000358696	0	0	0	0	0.062	0	0.600	0.223	0.683
CRYAB	LYZ	9606.ENSP00000433560	9606.ENSP00000261267	0	0	0	0	0	0.653	0	0.101	0.674
CRYAB	HSF4	9606.ENSP00000433560	9606.ENSP00000264009	0	0	0	0	0.071	0	0	0.650	0.661
CRYAB	HSPB8	9606.ENSP00000433560	9606.ENSP00000281938	0	0	0	0.771	0.347	0.312	0.900	0.791	0.959
CRYAB	FLNC	9606.ENSP00000433560	9606.ENSP00000327145	0	0	0	0	0.146	0.074	0	0.591	0.648
CTAG2	MAGED4	9606.ENSP00000247306	9606.ENSP00000472118	0	0	0	0	0	0	0	0.518	0.518
CTAG2	MAGEC2	9606.ENSP00000247306	9606.ENSP00000354660	0	0	0	0	0.098	0	0	0.601	0.624
CTAG2	SSX1	9606.ENSP00000247306	9606.ENSP00000366118	0	0	0	0	0	0	0	0.665	0.665
CTNNA2	SNAP25	9606.ENSP00000384638	9606.ENSP00000254976	0	0	0	0	0.233	0	0	0.258	0.407
CTNNA2	STMN2	9606.ENSP00000384638	9606.ENSP00000429243	0	0	0	0	0.326	0	0	0.195	0.435
CYP17A1	SOX9	9606.ENSP00000358903	9606.ENSP00000245479	0	0	0	0	0	0.058	0	0.462	0.472
CYP17A1	SQLE	9606.ENSP00000358903	9606.ENSP00000265896	0	0	0	0	0.085	0.168	0	0.324	0.441
DBN1	SNAP25	9606.ENSP00000292385	9606.ENSP00000254976	0	0	0	0	0.062	0	0	0.501	0.511
DBN1	SPECC1	9606.ENSP00000292385	9606.ENSP00000261503	0	0	0	0	0.055	0.298	0	0.578	0.696
DBNDD1	MNS1	9606.ENSP00000457625	9606.ENSP00000260453	0	0	0	0	0	0	0	0.413	0.413
DCDC2	MAPK8IP2	9606.ENSP00000367715	9606.ENSP00000330572	0	0	0	0	0.052	0	0	0.433	0.439
DEPDC1	TRIP13	9606.ENSP00000412292	9606.ENSP00000166345	0	0	0	0	0.574	0	0	0.099	0.600
DEPDC1	MYBL2	9606.ENSP00000412292	9606.ENSP00000217026	0	0	0	0	0.349	0	0	0.288	0.517
DEPDC1	NCAPH	9606.ENSP00000412292	9606.ENSP00000240423	0	0	0	0	0.599	0	0	0.242	0.683
DEPDC1	DLGAP5	9606.ENSP00000412292	9606.ENSP00000247191	0	0	0	0	0.920	0	0	0.392	0.949
DEPDC1	NCAPG	9606.ENSP00000412292	9606.ENSP00000251496	0	0	0	0	0.795	0	0	0.194	0.828
DEPDC1	TROAP	9606.ENSP00000412292	9606.ENSP00000257909	0	0	0	0	0.562	0	0	0	0.562
DEPDC1	IGF2BP3	9606.ENSP00000412292	9606.ENSP00000258729	0	0	0	0	0.171	0	0	0.371	0.456
DEPDC1	KIF23	9606.ENSP00000412292	9606.ENSP00000260363	0	0	0	0	0.732	0	0	0.241	0.788
DEPDC1	KIF11	9606.ENSP00000412292	9606.ENSP00000260731	0	0	0	0	0.940	0	0	0.057	0.941
DEPDC1	NDC80	9606.ENSP00000412292	9606.ENSP00000261597	0	0	0	0	0.846	0	0	0.074	0.852
DEPDC1	PRR11	9606.ENSP00000412292	9606.ENSP00000262293	0	0	0	0	0.357	0	0	0.343	0.560
DEPDC1	GINS1	9606.ENSP00000412292	9606.ENSP00000262460	0	0	0	0	0.314	0	0	0.266	0.475
DEPDC1	DEPDC1B	9606.ENSP00000412292	9606.ENSP00000265036	0	0	0	0.918	0.592	0	0	0.777	0.618
DEPDC1	NUF2	9606.ENSP00000412292	9606.ENSP00000271452	0	0	0	0	0.644	0	0	0.504	0.816
DEPDC1	TPX2	9606.ENSP00000412292	9606.ENSP00000300403	0	0	0	0	0.715	0	0	0	0.715
DEPDC1	EZH2	9606.ENSP00000412292	9606.ENSP00000320147	0	0	0	0	0.322	0	0	0.154	0.403
DEPDC1	TACC3	9606.ENSP00000412292	9606.ENSP00000326550	0	0	0	0	0.368	0	0	0.322	0.554
DEPDC1	FOXM1	9606.ENSP00000412292	9606.ENSP00000342307	0	0	0	0	0.590	0.130	0	0.424	0.777
DEPDC1	DTL	9606.ENSP00000412292	9606.ENSP00000355958	0	0	0	0	0.657	0	0	0	0.657
DEPDC1	NEK2	9606.ENSP00000412292	9606.ENSP00000355966	0	0	0	0	0.876	0	0	0.222	0.900
DEPDC1	UBE2T	9606.ENSP00000412292	9606.ENSP00000356243	0	0	0	0	0.536	0	0	0.097	0.563
DEPDC1	MKI67	9606.ENSP00000412292	9606.ENSP00000357643	0	0	0	0	0.795	0	0	0.155	0.819
DEPDC1	TTK	9606.ENSP00000412292	9606.ENSP00000358813	0	0	0	0	0.855	0	0	0.503	0.925
DEPDC1	STIL	9606.ENSP00000412292	9606.ENSP00000360944	0	0	0	0	0.597	0	0	0	0.597
DEPDC1	RAD54L	9606.ENSP00000412292	9606.ENSP00000361043	0	0	0	0	0.509	0	0	0.077	0.527
DEPDC1	KIF2C	9606.ENSP00000412292	9606.ENSP00000361298	0	0	0	0	0.794	0	0	0.183	0.824
DEPDC1	ZWINT	9606.ENSP00000412292	9606.ENSP00000363055	0	0	0	0	0.562	0	0	0	0.562
DEPDC1	KIF4A	9606.ENSP00000412292	9606.ENSP00000363524	0	0	0	0	0.724	0	0	0.200	0.770
DEPDC1	ECT2	9606.ENSP00000412292	9606.ENSP00000376457	0	0	0	0	0.742	0	0	0.192	0.783
DEPDC1	HMMR	9606.ENSP00000412292	9606.ENSP00000377492	0	0	0	0	0.805	0	0	0.242	0.846
DEPDC1	HELLS	9606.ENSP00000412292	9606.ENSP00000377601	0	0	0	0	0.515	0	0	0.207	0.599
DEPDC1	KIF20A	9606.ENSP00000412292	9606.ENSP00000378356	0	0	0	0	0.855	0	0	0.503	0.924
DEPDC1	TOP2A	9606.ENSP00000412292	9606.ENSP00000411532	0	0	0	0	0.939	0	0	0.217	0.950
DEPDC1	FAM83D	9606.ENSP00000412292	9606.ENSP00000481110	0	0	0	0	0.561	0	0	0.260	0.661
DEPDC1	HJURP	9606.ENSP00000412292	9606.ENSP00000414109	0	0	0	0	0.813	0	0	0	0.813
DEPDC1	NUSAP1	9606.ENSP00000412292	9606.ENSP00000453403	0	0	0	0	0.884	0	0	0.336	0.919
DEPDC1B	NCAPH	9606.ENSP00000265036	9606.ENSP00000240423	0	0	0	0	0.437	0	0	0.310	0.594
DEPDC1B	DLGAP5	9606.ENSP00000265036	9606.ENSP00000247191	0	0	0	0	0.732	0	0	0.057	0.737
DEPDC1B	NCAPG	9606.ENSP00000265036	9606.ENSP00000251496	0	0	0	0	0.587	0	0	0.234	0.670
DEPDC1B	KIF23	9606.ENSP00000265036	9606.ENSP00000260363	0	0	0	0	0.613	0	0	0	0.613
DEPDC1B	KIF11	9606.ENSP00000265036	9606.ENSP00000260731	0	0	0	0	0.621	0	0	0.115	0.650
DEPDC1B	NDC80	9606.ENSP00000265036	9606.ENSP00000261597	0	0	0	0	0.431	0	0	0	0.431
DEPDC1B	PRR11	9606.ENSP00000265036	9606.ENSP00000262293	0	0	0	0	0.267	0	0	0.405	0.546
DEPDC1B	MKI67	9606.ENSP00000265036	9606.ENSP00000357643	0	0	0	0	0.430	0	0	0.075	0.450
DEPDC1B	NEK2	9606.ENSP00000265036	9606.ENSP00000355966	0	0	0	0	0.446	0	0	0.061	0.458
DEPDC1B	HELLS	9606.ENSP00000265036	9606.ENSP00000377601	0	0	0	0	0.471	0	0	0.042	0.472
DEPDC1B	ITIH5	9606.ENSP00000265036	9606.ENSP00000380333	0	0	0	0	0	0	0	0.490	0.490
DEPDC1B	FOXM1	9606.ENSP00000265036	9606.ENSP00000342307	0	0	0	0	0.369	0	0	0.252	0.508
DEPDC1B	ECT2	9606.ENSP00000265036	9606.ENSP00000376457	0	0	0	0	0.334	0	0	0.315	0.524
DEPDC1B	KIF4A	9606.ENSP00000265036	9606.ENSP00000363524	0	0	0	0	0.455	0	0	0.170	0.528
DEPDC1B	DTL	9606.ENSP00000265036	9606.ENSP00000355958	0	0	0	0	0.552	0	0	0	0.552
DEPDC1B	TPX2	9606.ENSP00000265036	9606.ENSP00000300403	0	0	0	0	0.587	0	0	0	0.587
DEPDC1B	ZWINT	9606.ENSP00000265036	9606.ENSP00000363055	0	0	0	0	0.548	0	0	0.129	0.589
DEPDC1B	NUF2	9606.ENSP00000265036	9606.ENSP00000271452	0	0	0	0	0.590	0	0	0	0.590
DEPDC1B	KIF20A	9606.ENSP00000265036	9606.ENSP00000378356	0	0	0	0	0.602	0	0	0	0.602
DEPDC1B	TOP2A	9606.ENSP00000265036	9606.ENSP00000411532	0	0	0	0	0.617	0	0	0.071	0.629
DEPDC1B	HJURP	9606.ENSP00000265036	9606.ENSP00000414109	0	0	0	0	0.596	0	0	0.134	0.636
DEPDC1B	TTK	9606.ENSP00000265036	9606.ENSP00000358813	0	0	0	0	0.621	0	0	0.102	0.645
DEPDC1B	FAM83D	9606.ENSP00000265036	9606.ENSP00000481110	0	0	0	0	0.504	0	0	0.327	0.651
DEPDC1B	NUSAP1	9606.ENSP00000265036	9606.ENSP00000453403	0	0	0	0	0.628	0	0	0.117	0.658
DEPDC1B	KIF2C	9606.ENSP00000265036	9606.ENSP00000361298	0	0	0	0	0.648	0	0	0.203	0.707
DEPDC1B	HMMR	9606.ENSP00000265036	9606.ENSP00000377492	0	0	0	0	0.687	0	0	0.232	0.749
DKK1	SOX9	9606.ENSP00000363081	9606.ENSP00000245479	0	0	0	0	0.076	0	0	0.516	0.534
DKK1	LEF1	9606.ENSP00000363081	9606.ENSP00000265165	0	0	0	0	0	0	0	0.736	0.736
DKK1	LGR5	9606.ENSP00000363081	9606.ENSP00000266674	0	0	0	0	0.060	0	0	0.529	0.538
DKK1	NKD1	9606.ENSP00000363081	9606.ENSP00000268459	0	0	0	0	0	0	0	0.531	0.531
DKK1	FGF13	9606.ENSP00000363081	9606.ENSP00000322390	0	0	0	0	0	0	0	0.514	0.514
DKK1	MMP9	9606.ENSP00000363081	9606.ENSP00000361405	0	0	0	0	0	0	0	0.401	0.400
DKK1	SPP1	9606.ENSP00000363081	9606.ENSP00000378517	0	0	0	0	0	0	0	0.556	0.556
DKK1	GPC3	9606.ENSP00000363081	9606.ENSP00000377836	0	0	0	0	0	0	0.900	0.324	0.929
DLG5	NUSAP1	9606.ENSP00000361467	9606.ENSP00000453403	0	0	0	0	0	0	0	0.414	0.414
DLG5	KIF20A	9606.ENSP00000361467	9606.ENSP00000378356	0	0	0	0	0	0.152	0	0.480	0.541
DLGAP5	TRIP13	9606.ENSP00000247191	9606.ENSP00000166345	0	0	0	0	0.803	0	0	0.325	0.861
DLGAP5	POLE2	9606.ENSP00000247191	9606.ENSP00000216367	0	0	0	0	0.774	0	0	0.193	0.810
DLGAP5	MYBL2	9606.ENSP00000247191	9606.ENSP00000217026	0	0	0	0	0.554	0	0	0.280	0.665
DLGAP5	RNASEH2A	9606.ENSP00000247191	9606.ENSP00000221486	0	0	0	0	0.568	0	0	0	0.568
DLGAP5	GMNN	9606.ENSP00000247191	9606.ENSP00000230056	0	0	0	0	0.682	0	0	0.242	0.749
DLGAP5	NCAPH	9606.ENSP00000247191	9606.ENSP00000240423	0	0	0	0	0.852	0	0	0.352	0.900
DLGAP5	STMN1	9606.ENSP00000247191	9606.ENSP00000410452	0	0	0	0	0.232	0	0	0.253	0.402
DLGAP5	PKMYT1	9606.ENSP00000247191	9606.ENSP00000262300	0	0	0	0	0.345	0	0	0.176	0.437
DLGAP5	TCF19	9606.ENSP00000247191	9606.ENSP00000365433	0	0	0	0	0.422	0	0	0.116	0.467
DLGAP5	ILDR2	9606.ENSP00000247191	9606.ENSP00000271417	0	0	0	0	0	0	0	0.470	0.470
DLGAP5	SPATS2	9606.ENSP00000247191	9606.ENSP00000448228	0	0	0	0	0.089	0	0	0.443	0.471
DLGAP5	GINS1	9606.ENSP00000247191	9606.ENSP00000262460	0	0	0	0	0.378	0	0	0.187	0.473
DLGAP5	MCM3	9606.ENSP00000247191	9606.ENSP00000480987	0	0	0	0	0.584	0	0	0.066	0.594
DLGAP5	FANCD2	9606.ENSP00000247191	9606.ENSP00000287647	0	0	0	0	0.598	0	0	0	0.598
DLGAP5	EZH2	9606.ENSP00000247191	9606.ENSP00000320147	0	0	0	0	0.569	0	0	0.150	0.618
DLGAP5	MCM6	9606.ENSP00000247191	9606.ENSP00000264156	0	0	0	0	0.628	0	0	0.075	0.642
DLGAP5	SKA1	9606.ENSP00000247191	9606.ENSP00000285116	0	0	0	0	0.486	0	0	0.375	0.665
DLGAP5	FAM83D	9606.ENSP00000247191	9606.ENSP00000481110	0	0	0	0	0.565	0	0	0.289	0.678
DLGAP5	PRR11	9606.ENSP00000247191	9606.ENSP00000262293	0	0	0	0	0.653	0	0	0.123	0.682
DLGAP5	SPDL1	9606.ENSP00000247191	9606.ENSP00000265295	0	0	0	0	0.641	0	0	0.203	0.701
DLGAP5	HELLS	9606.ENSP00000247191	9606.ENSP00000377601	0	0	0	0	0.622	0.057	0	0.232	0.702
DLGAP5	STIL	9606.ENSP00000247191	9606.ENSP00000360944	0	0	0	0	0.697	0	0	0.063	0.704
DLGAP5	MCM2	9606.ENSP00000247191	9606.ENSP00000265056	0	0	0	0	0.691	0	0	0.182	0.737
DLGAP5	UBE2T	9606.ENSP00000247191	9606.ENSP00000356243	0	0	0	0	0.706	0.068	0	0.140	0.744
DLGAP5	MCM4	9606.ENSP00000247191	9606.ENSP00000262105	0	0	0	0	0.772	0	0	0.157	0.800
DLGAP5	TROAP	9606.ENSP00000247191	9606.ENSP00000257909	0	0	0	0	0.804	0	0	0.225	0.842
DLGAP5	RAD54L	9606.ENSP00000247191	9606.ENSP00000361043	0	0	0	0	0.782	0.057	0	0.345	0.854
DLGAP5	DTL	9606.ENSP00000247191	9606.ENSP00000355958	0	0	0	0	0.847	0	0	0.119	0.860
DLGAP5	ECT2	9606.ENSP00000247191	9606.ENSP00000376457	0	0	0	0	0.805	0	0	0.324	0.863
DLGAP5	GINS2	9606.ENSP00000247191	9606.ENSP00000253462	0	0	0	0	0.819	0	0	0.313	0.870
DLGAP5	ZWINT	9606.ENSP00000247191	9606.ENSP00000363055	0	0	0	0	0.807	0	0	0.456	0.890
DLGAP5	TACC3	9606.ENSP00000247191	9606.ENSP00000326550	0	0	0	0	0.705	0.150	0	0.640	0.902
DLGAP5	FOXM1	9606.ENSP00000247191	9606.ENSP00000342307	0	0	0	0	0.867	0	0	0.362	0.911
DLGAP5	NOTCH3	9606.ENSP00000247191	9606.ENSP00000263388	0	0	0	0	0	0	0.900	0.254	0.922
DLGAP5	HJURP	9606.ENSP00000247191	9606.ENSP00000414109	0	0	0	0	0.895	0	0	0.401	0.934
DLGAP5	NEK2	9606.ENSP00000247191	9606.ENSP00000355966	0	0	0	0	0.931	0	0	0.467	0.961
DLGAP5	KIF2C	9606.ENSP00000247191	9606.ENSP00000361298	0	0	0	0	0.903	0.058	0	0.606	0.961
DLGAP5	KIF4A	9606.ENSP00000247191	9606.ENSP00000363524	0	0	0	0	0.939	0.056	0	0.515	0.969
DLGAP5	KIF23	9606.ENSP00000247191	9606.ENSP00000260363	0	0	0	0	0.956	0.056	0	0.437	0.974
DLGAP5	NUF2	9606.ENSP00000247191	9606.ENSP00000271452	0	0	0	0	0.947	0	0	0.544	0.974
DLGAP5	MKI67	9606.ENSP00000247191	9606.ENSP00000357643	0	0	0	0	0.924	0	0	0.684	0.975
DLGAP5	HMMR	9606.ENSP00000247191	9606.ENSP00000377492	0	0	0	0	0.956	0	0	0.527	0.978
DLGAP5	KIF20A	9606.ENSP00000247191	9606.ENSP00000378356	0	0	0	0	0.963	0.056	0	0.528	0.982
DLGAP5	NCAPG	9606.ENSP00000247191	9606.ENSP00000251496	0	0	0	0	0.976	0	0	0.510	0.987
DLGAP5	NDC80	9606.ENSP00000247191	9606.ENSP00000261597	0	0	0	0	0.974	0	0	0.559	0.988
DLGAP5	TOP2A	9606.ENSP00000247191	9606.ENSP00000411532	0	0	0	0	0.979	0	0	0.556	0.990
DLGAP5	TTK	9606.ENSP00000247191	9606.ENSP00000358813	0	0	0	0	0.982	0	0	0.520	0.991
DLGAP5	NUSAP1	9606.ENSP00000247191	9606.ENSP00000453403	0	0	0	0	0.955	0	0	0.829	0.992
DLGAP5	TPX2	9606.ENSP00000247191	9606.ENSP00000300403	0	0	0	0	0.964	0	0	0.900	0.996
DLGAP5	KIF11	9606.ENSP00000247191	9606.ENSP00000260731	0	0	0	0	0.978	0.056	0	0.959	0.999
DNAJC6	SNAP25	9606.ENSP00000360108	9606.ENSP00000254976	0	0	0	0	0.281	0	0	0.218	0.413
DNAJC6	OSBPL3	9606.ENSP00000360108	9606.ENSP00000315410	0	0	0	0	0.064	0.388	0	0.053	0.410
DNAJC6	DUOXA2	9606.ENSP00000360108	9606.ENSP00000319705	0	0	0	0	0.487	0.063	0	0	0.498
DNAJC6	LZTS1	9606.ENSP00000360108	9606.ENSP00000370981	0	0	0	0	0.817	0	0	0	0.817
DTL	TRIP13	9606.ENSP00000355958	9606.ENSP00000166345	0	0	0	0	0.811	0	0	0.062	0.815
